date,venue_code,opp_code,hour,day_code,team,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling,opp_gf_rolling,opp_ga_rolling,opp_sh_rolling,opp_sot_rolling,opp_dist_rolling,opp_fk_rolling,opp_pk_rolling,opp_pkatt_rolling,target
2022-02-16,0,3,19,2,16,0.8,2.8,12.2,5.0,16.119999999999997,0.6,0.0,0.0,2.6,2.2,11.6,5.2,17.259999999999998,0.0,0.0,0.2,2
2022-02-21,0,6,21,0,16,1.0,1.8,12.4,5.4,16.1,0.4,0.0,0.0,1.2,0.6,6.6,2.0,16.78,0.4,0.0,0.2,1
2022-03-07,0,2,21,0,16,1.4,1.6,11.0,3.6,14.959999999999999,0.2,0.0,0.0,1.8,1.6,9.2,3.8,17.479999999999997,0.2,0.0,0.2,0
2022-03-12,1,10,14,5,16,1.6,1.6,9.8,3.6,15.279999999999998,0.2,0.0,0.0,1.8,1.8,10.2,3.2,21.54,1.2,0.6,0.6,1
2022-03-19,0,19,18,5,16,1.4,1.0,10.2,3.4,16.0,0.0,0.0,0.0,0.4,1.8,13.2,3.0,18.4,0.6,0.0,0.0,0
2022-04-02,1,26,16,5,16,1.4,1.6,11.2,3.2,16.48,0.0,0.0,0.0,2.0,0.8,11.0,4.2,14.34,0.0,0.4,0.4,2
2022-04-10,1,4,21,6,16,1.6,1.4,11.2,3.4,17.0,0.0,0.0,0.0,3.0,0.2,19.2,7.6,15.220000000000002,0.2,0.4,0.4,0
2022-04-21,1,23,19,3,16,2.0,1.6,12.8,4.0,18.46,0.2,0.6,0.8,1.4,1.4,8.8,3.0,16.339999999999996,0.4,0.0,0.0,0
2022-04-30,0,24,18,5,16,2.2,2.0,12.6,4.4,19.119999999999997,0.4,0.8,1.2,0.6,1.0,6.8,2.0,20.639999999999997,0.2,0.2,0.2,1
2022-05-06,1,22,21,4,16,2.2,1.6,14.8,4.8,18.279999999999998,0.4,0.8,1.2,0.8,0.6,11.6,4.2,16.36,0.0,0.2,0.2,2
2022-05-12,0,21,21,3,16,2.2,1.8,15.2,5.2,18.76,0.4,1.0,1.4,2.4,0.8,17.6,6.8,20.080000000000002,0.2,0.0,0.4,0
2022-05-15,1,0,19,6,16,1.8,2.4,16.8,5.0,19.020000000000003,0.8,0.6,0.8,1.2,1.6,12.8,4.6,19.619999999999997,0.6,0.0,0.0,2
2022-05-20,0,20,21,4,16,1.6,2.4,16.6,4.6,19.080000000000002,0.6,0.4,0.6,1.2,0.6,12.2,4.2,19.660000000000004,0.8,0.0,0.0,2
2019-09-25,1,3,19,2,17,0.8,1.6,11.0,2.2,17.84,0.8,0.0,0.2,1.0,0.8,9.8,3.6,15.88,0.2,0.0,0.2,0
2019-09-29,0,0,16,6,17,0.4,1.8,9.8,2.2,18.36,1.0,0.0,0.2,0.2,1.4,6.2,0.8,15.479999999999999,0.0,0.0,0.0,0
2019-10-06,1,10,12,6,17,0.4,2.0,8.4,1.6,18.860000000000003,1.0,0.0,0.2,1.8,1.8,13.2,2.8,18.940000000000005,0.8,0.4,0.4,2
2019-10-19,1,21,21,5,17,0.8,1.6,7.8,2.0,19.62,0.8,0.0,0.2,2.0,0.8,15.6,6.4,19.02,0.6,0.0,0.0,2
2019-11-03,0,25,12,6,17,1.0,1.0,7.4,1.4,19.48,0.2,0.4,0.4,1.2,1.2,7.6,2.8,18.1,0.6,0.2,0.4,0
2019-11-10,1,26,12,6,17,1.0,1.2,9.2,1.4,19.6,0.2,0.4,0.4,1.4,1.0,13.2,5.4,18.36,0.4,0.0,0.0,2
2019-11-22,0,17,21,4,17,1.2,1.4,8.0,1.0,22.080000000000002,0.2,0.8,0.8,1.2,1.4,8.0,1.0,22.080000000000002,0.2,0.8,0.8,0
2019-12-07,0,4,21,5,17,1.4,2.0,11.0,3.2,21.3,0.2,1.0,1.0,2.6,1.2,11.8,6.2,18.860000000000003,1.0,0.4,0.4,0
2019-12-15,0,6,14,6,17,1.4,2.6,11.0,3.6,21.22,0.0,0.6,0.6,1.2,1.8,9.0,4.6,20.880000000000003,1.4,0.0,0.0,1
2019-12-21,1,23,13,5,17,1.8,2.4,9.6,3.8,20.32,0.0,0.8,0.8,1.2,0.8,13.4,4.6,16.4,0.4,0.2,0.2,0
2020-01-19,1,24,12,6,17,1.0,2.4,11.2,3.4,18.220000000000002,0.2,0.4,0.4,1.8,1.0,9.4,4.4,14.98,0.6,0.0,0.0,2
2020-01-26,0,22,18,6,17,1.6,2.2,11.0,3.4,17.54,0.4,0.2,0.2,1.4,2.0,12.8,3.0,19.9,0.4,0.2,0.2,0
2020-02-01,1,25,18,5,17,1.2,1.8,10.8,3.6,17.98,0.4,0.2,0.2,0.6,1.2,9.4,3.4,19.48,1.0,0.0,0.0,0
2020-02-15,1,0,13,5,17,0.8,1.4,12.4,4.4,18.880000000000003,0.6,0.0,0.0,1.2,1.0,8.8,4.0,18.14,0.2,0.0,0.0,2
2020-06-13,1,4,22,5,17,1.2,1.2,9.0,3.4,21.44,0.6,0.0,0.2,2.2,1.0,11.2,6.2,14.919999999999998,0.6,0.2,0.2,0
2020-06-16,0,26,19,1,17,1.2,1.8,10.2,3.4,21.160000000000004,0.4,0.0,0.2,1.0,1.4,13.0,4.4,17.82,0.0,0.0,0.0,0
2020-06-24,0,21,22,2,17,0.6,1.6,9.8,3.0,21.119999999999997,1.0,0.0,0.0,2.2,0.8,12.0,6.2,17.76,0.4,0.4,0.4,0
2020-06-27,0,2,14,5,17,0.6,1.8,11.2,3.6,19.88,1.4,0.0,0.0,1.6,1.0,8.6,2.8,17.44,0.2,0.2,0.2,0
2020-06-30,1,6,19,1,17,0.4,2.2,11.8,3.0,19.5,1.4,0.2,0.2,1.8,0.6,8.0,3.4,19.86,0.6,0.6,0.8,2
2020-07-03,0,3,22,4,17,1.4,1.6,10.8,3.6,20.28,1.6,0.4,0.4,2.2,0.6,11.6,4.2,20.060000000000002,0.0,0.6,0.6,0
2020-07-09,1,17,19,3,17,1.4,2.0,10.4,3.0,20.76,1.2,0.4,0.4,1.4,2.0,10.4,3.0,20.76,1.2,0.4,0.4,2
2020-07-12,0,23,22,6,17,1.6,1.8,12.0,3.4,20.34,1.2,0.4,0.4,1.8,0.8,13.4,5.0,17.28,0.8,0.2,0.2,0
2021-08-14,1,5,19,5,17,1.0,1.8,14.4,4.0,19.7,0.4,0.0,0.0,1.6,1.8,8.0,2.4,19.52,0.2,0.4,0.4,1
2021-08-21,0,0,17,5,17,1.2,1.4,13.0,4.2,19.98,0.6,0.0,0.0,1.8,1.8,11.8,4.2,16.4,0.6,0.2,0.2,2
2021-09-11,0,2,21,5,17,1.2,1.0,12.0,3.8,19.82,1.0,0.0,0.0,0.4,0.8,9.4,2.8,17.84,0.4,0.0,0.0,0
2021-09-19,1,26,14,6,17,1.0,1.0,9.8,3.0,20.66,0.8,0.0,0.0,1.4,0.8,9.2,2.8,18.54,0.4,0.0,0.0,1
2021-09-22,0,21,22,2,17,0.6,0.6,9.4,2.4,20.52,0.8,0.0,0.0,3.0,1.4,16.8,7.0,17.72,0.6,0.2,0.2,0
2021-09-26,1,19,14,6,17,0.6,1.6,11.6,3.0,20.5,0.6,0.0,0.0,2.0,0.6,13.4,3.8,19.68,1.2,0.4,0.4,0
2021-10-02,1,17,16,5,17,0.8,2.2,12.6,4.2,19.3,0.6,0.0,0.0,0.8,2.2,12.6,4.2,19.3,0.6,0.0,0.0,2
2021-10-16,0,22,21,5,17,0.8,2.2,12.4,4.4,19.3,0.4,0.0,0.0,1.4,0.6,14.6,5.2,19.82,0.6,0.2,0.4,0
2021-10-23,0,24,14,5,17,0.8,2.0,12.4,4.4,18.2,0.4,0.0,0.0,0.8,1.8,11.6,4.0,19.94,0.8,0.0,0.0,1
2021-10-27,1,23,19,2,17,1.2,2.4,12.2,5.0,19.839999999999996,0.6,0.0,0.0,2.2,1.0,12.6,5.2,17.72,0.0,0.0,0.0,1
2021-12-04,0,3,18,5,17,1.0,1.4,12.4,4.2,20.220000000000002,1.0,0.2,0.2,2.6,1.2,14.0,5.6,15.960000000000003,0.0,0.0,0.0,2
2021-12-10,1,6,21,4,17,1.2,1.4,12.2,4.0,22.18,1.0,0.2,0.2,1.4,1.4,11.6,4.0,19.12,1.0,0.0,0.2,1
2022-01-02,1,4,21,6,17,0.8,1.6,10.6,3.2,21.64,0.4,0.0,0.0,1.8,1.4,15.0,4.8,17.06,0.2,0.2,0.2,0
2022-01-08,0,17,14,5,17,0.6,1.2,11.0,2.8,20.759999999999998,0.6,0.0,0.0,0.6,1.2,11.0,2.8,20.759999999999998,0.6,0.0,0.0,0
2022-01-22,0,26,16,5,17,0.6,1.6,11.4,3.8,21.46,0.6,0.0,0.2,3.0,1.2,15.4,6.0,13.84,0.2,0.0,0.2,0
2022-02-14,1,2,21,0,17,0.6,2.2,11.6,4.0,18.94,0.4,0.4,0.6,1.4,0.8,11.6,3.2,18.82,0.2,0.0,0.0,2
2022-02-26,1,24,14,5,17,1.2,2.0,12.4,3.4,18.96,0.0,0.6,0.8,1.0,2.0,10.0,3.2,19.68,0.6,0.2,0.2,0
2022-03-02,1,22,21,2,17,1.2,1.8,14.2,2.6,17.6,0.6,0.6,0.6,0.6,0.8,10.8,3.8,17.64,1.0,0.2,0.2,0
2022-03-06,0,6,18,6,17,1.2,1.6,15.2,2.4,19.2,0.6,0.6,0.6,1.0,1.0,9.6,2.6,18.499999999999996,0.4,0.0,0.2,0
2022-03-14,1,21,21,0,17,1.4,2.2,14.4,2.2,18.880000000000003,0.6,0.4,0.4,1.8,0.2,18.6,7.2,18.439999999999998,1.0,0.4,0.4,0
2022-04-09,1,3,16,5,17,0.6,2.2,11.0,2.2,20.08,0.4,0.2,0.2,2.4,0.6,10.2,5.4,17.94,0.2,0.2,0.2,2
2022-04-19,1,0,19,1,17,0.2,1.6,10.6,2.4,20.9,0.6,0.2,0.2,0.8,1.8,9.8,3.4,19.540000000000003,0.2,0.0,0.2,2
2022-05-01,0,4,21,6,17,0.6,1.2,8.8,2.4,19.56,0.4,0.2,0.2,1.0,0.8,15.8,4.8,17.4,0.4,0.0,0.0,0
2022-05-11,0,23,20,2,17,1.2,2.4,10.2,3.4,17.46,0.2,0.2,0.2,2.2,1.8,10.8,4.8,15.84,0.2,0.0,0.0,1
2022-05-15,1,20,19,6,17,1.0,2.4,10.4,3.4,16.38,0.2,0.0,0.0,0.8,0.6,11.8,3.8,21.46,1.0,0.0,0.0,2
2022-08-15,0,2,17,0,17,1.4,1.8,12.0,4.6,17.58,0.4,0.0,0.0,0.8,0.4,10.4,3.6,16.639999999999997,0.2,0.2,0.2,1
2022-08-20,1,5,19,5,17,1.2,1.4,12.0,4.6,17.419999999999998,0.4,0.0,0.0,1.0,1.0,14.2,4.2,17.64,0.2,0.0,0.2,0
2022-09-11,0,21,14,6,17,1.2,0.6,10.4,4.6,17.14,0.6,0.0,0.0,2.2,0.8,20.2,6.6,18.380000000000003,1.0,0.2,0.4,0
2022-09-17,1,1,14,5,17,1.0,1.4,8.6,3.8,15.960000000000003,0.4,0.0,0.0,0.8,1.2,10.4,4.0,17.98,0.4,0.0,0.0,2
2022-10-01,1,4,21,5,17,1.2,1.4,8.4,3.8,15.959999999999999,0.4,0.0,0.0,3.6,0.2,19.6,7.6,14.979999999999999,0.6,0.0,0.0,0
2022-10-15,1,23,18,5,17,0.8,1.4,8.4,2.6,16.1,0.0,0.2,0.4,1.0,1.8,11.2,3.6,17.8,0.2,0.0,0.0,0
2022-10-19,0,22,20,2,17,0.6,1.4,8.2,2.6,16.14,0.0,0.2,0.4,2.2,1.4,12.6,5.6,15.640000000000004,0.4,0.0,0.0,0
2022-10-22,0,24,18,5,17,0.4,0.8,9.6,2.8,17.1,0.0,0.2,0.4,2.0,1.2,14.2,5.8,16.98,0.2,0.2,0.6,2
2022-11-06,0,26,18,6,17,0.8,1.0,10.4,3.6,18.119999999999997,0.0,0.4,0.6,0.8,1.2,7.6,3.6,19.72,0.0,0.2,0.2,2
2022-11-09,1,3,21,2,17,1.0,0.8,10.0,4.2,17.48,0.0,0.2,0.2,1.4,1.2,13.4,4.6,17.92,0.0,0.0,0.0,2
2023-01-07,1,25,18,5,17,1.2,0.8,8.2,3.4,18.94,0.2,0.2,0.2,0.6,1.6,10.8,3.8,18.64,0.6,0.0,0.0,2
2023-01-14,0,19,18,5,17,1.0,0.6,9.0,3.4,18.46,0.2,0.0,0.0,1.4,1.2,13.2,4.2,22.04,0.8,0.2,0.2,0
2023-01-20,1,6,21,4,17,0.8,0.6,7.6,2.8,18.860000000000003,0.4,0.0,0.0,0.8,0.8,15.2,5.6,17.599999999999998,0.2,0.0,0.0,2
2023-02-05,1,21,14,6,17,0.4,1.0,7.8,2.2,19.64,0.2,0.0,0.0,1.4,0.4,15.8,5.2,16.880000000000003,0.6,0.4,0.4,2
2023-02-11,0,23,18,5,17,0.6,0.6,8.0,2.4,21.16,0.2,0.0,0.0,1.4,1.2,12.4,4.6,19.520000000000003,1.2,0.2,0.2,0
2023-02-18,1,26,18,5,17,0.4,1.0,6.6,1.6,21.82,0.4,0.0,0.0,0.6,1.2,11.4,3.0,20.82,0.4,0.2,0.4,2
2023-03-12,1,22,14,6,17,1.2,1.4,10.4,2.6,20.14,0.2,0.0,0.0,0.8,1.0,12.2,3.4,17.759999999999998,0.6,0.0,0.0,1
2023-04-09,0,25,14,6,17,0.4,1.0,10.4,2.2,19.52,0.2,0.0,0.0,0.8,2.8,10.6,2.8,19.3,0.6,0.0,0.0,1
2023-04-17,0,6,21,0,17,0.8,1.2,10.0,2.4,19.06,0.4,0.2,0.2,2.0,1.0,11.6,3.6,18.34,0.0,0.2,0.2,2
2023-04-26,0,3,19,2,17,1.4,1.0,8.8,2.6,17.259999999999998,0.4,0.2,0.2,1.6,0.6,14.6,5.4,16.080000000000002,0.4,0.0,0.0,0
2023-05-01,1,2,19,0,17,1.6,1.4,9.0,2.8,15.9,0.4,0.2,0.2,1.2,0.6,12.2,3.6,16.880000000000003,0.2,0.0,0.0,1
2023-05-20,0,1,18,5,17,1.4,1.4,7.6,2.4,13.559999999999999,0.0,0.2,0.2,1.6,2.2,12.4,5.0,19.16,1.2,0.0,0.0,0
2023-05-25,1,24,19,3,17,0.8,1.8,7.4,2.2,15.2,0.2,0.2,0.2,1.4,1.0,13.2,4.2,16.119999999999997,0.2,0.0,0.0,2
2023-05-28,0,4,19,6,17,0.8,1.2,7.0,2.4,15.819999999999999,0.2,0.2,0.2,2.2,1.4,16.0,5.0,16.66,1.0,0.0,0.0,0
2023-06-04,1,20,18,6,17,0.6,1.6,5.8,2.2,16.1,0.2,0.2,0.2,1.2,0.6,11.4,3.4,20.68,0.2,0.0,0.0,2
2023-08-18,1,26,19,4,17,1.0,1.4,6.4,2.4,16.28,0.2,0.0,0.2,1.6,1.4,14.0,5.2,19.080000000000002,1.4,0.0,0.0,0
2023-09-03,1,2,16,6,17,1.2,1.6,7.6,2.4,15.040000000000001,0.0,0.0,0.4,1.4,1.2,13.6,4.4,17.1,0.4,0.4,0.6,1
2023-09-16,0,6,18,5,17,1.2,1.0,8.6,2.4,15.7,0.0,0.0,0.4,1.2,1.4,13.4,5.2,16.96,0.4,0.0,0.0,2
2023-09-26,1,4,21,1,17,1.2,1.8,9.2,2.8,16.520000000000003,0.0,0.2,0.4,3.2,1.2,17.0,7.8,17.479999999999997,0.8,0.2,0.2,1
2023-10-07,1,24,18,5,17,1.6,1.8,9.6,3.4,17.1,0.0,0.2,0.2,1.0,1.4,9.2,4.2,19.919999999999998,0.6,0.0,0.0,1
2023-10-21,0,22,14,5,17,1.8,2.0,9.8,4.2,16.66,0.0,0.2,0.2,2.0,1.4,9.4,4.0,19.28,0.6,0.2,0.2,0
2023-11-25,0,3,21,5,17,0.6,1.2,11.8,4.0,17.18,0.2,0.0,0.0,2.2,1.0,14.6,6.4,15.0,0.0,0.4,0.4,0
2023-12-03,1,0,14,6,17,0.2,1.0,13.0,3.0,18.18,0.4,0.0,0.0,1.4,1.2,12.4,3.4,17.5,0.2,0.0,0.2,1
2023-12-09,1,23,21,5,17,0.2,0.8,10.8,2.4,19.119999999999997,0.2,0.0,0.0,1.2,1.4,14.4,5.0,16.740000000000002,0.2,0.0,0.0,2
2023-12-17,0,1,14,6,17,0.4,0.8,9.0,2.2,20.82,0.2,0.0,0.0,0.6,1.6,13.6,4.6,18.7,0.4,0.0,0.0,1
2024-01-03,0,21,19,2,17,1.0,0.6,12.8,3.8,19.48,0.2,0.0,0.0,2.2,0.4,13.6,4.8,18.02,0.6,0.0,0.0,0
2024-01-13,1,6,16,5,17,0.8,0.6,11.0,3.2,18.080000000000002,0.0,0.0,0.0,1.2,1.0,14.8,4.4,19.439999999999998,0.8,0.2,0.2,1
2024-01-20,0,26,16,5,17,1.0,0.8,13.0,3.8,17.42,0.0,0.0,0.0,1.0,3.0,11.8,3.8,15.839999999999998,0.4,0.2,0.2,1
2024-02-02,0,2,21,4,17,1.0,1.2,12.2,3.4,15.74,0.2,0.0,0.0,1.0,0.4,11.4,3.8,15.74,0.4,0.0,0.2,0
2024-02-18,1,22,18,6,17,0.8,1.6,10.6,3.2,16.36,0.2,0.0,0.0,0.4,0.6,10.6,2.2,19.2,0.6,0.0,0.0,0
2024-02-24,0,0,18,5,17,0.8,1.8,8.0,2.2,17.28,0.2,0.0,0.0,1.2,0.8,13.0,2.8,17.860000000000003,0.6,0.4,0.4,1
2024-03-03,1,12,18,6,17,0.8,1.8,9.4,3.2,16.939999999999998,0.0,0.0,0.0,1.0,1.6,13.0,3.4,16.96,0.4,0.0,0.2,2
2024-03-08,0,4,21,4,17,1.0,1.6,9.8,3.2,17.2,0.0,0.0,0.0,2.4,1.0,11.4,4.6,15.98,0.2,0.2,0.2,0
2024-03-30,0,24,18,5,17,0.8,0.8,12.4,4.0,16.54,0.0,0.0,0.0,0.6,1.0,11.4,4.0,21.74,0.2,0.0,0.0,1
2024-04-13,1,21,18,5,17,0.6,0.4,13.8,4.4,15.7,0.0,0.0,0.0,2.6,0.8,15.4,7.4,17.36,0.4,0.0,0.0,0
2024-04-22,0,23,21,0,17,0.4,0.4,12.0,3.4,15.739999999999998,0.0,0.0,0.0,1.8,1.2,12.4,4.2,15.819999999999999,0.2,0.0,0.0,0
2024-05-04,1,3,21,5,17,0.6,0.8,10.4,4.0,16.54,0.2,0.0,0.0,1.6,1.6,13.2,4.2,17.919999999999998,0.0,0.2,0.2,0
2024-05-19,1,1,19,6,17,0.8,1.0,8.2,3.4,17.119999999999997,0.2,0.0,0.0,1.0,2.0,15.6,5.4,18.82,0.4,0.0,0.0,1
2024-08-18,1,21,21,6,17,1.2,1.0,12.4,4.4,16.3,0.0,0.0,0.0,3.2,0.8,15.8,7.4,17.44,0.6,0.0,0.0,1
2024-08-24,0,19,17,5,17,1.4,1.0,13.4,4.6,16.18,0.0,0.0,0.0,0.8,1.2,14.8,4.4,20.04,1.4,0.0,0.0,0
2024-08-27,1,23,19,1,17,1.2,1.2,14.0,4.4,16.3,0.0,0.0,0.0,0.8,1.8,14.4,5.0,16.86,0.4,0.0,0.0,1
2024-09-14,1,26,14,5,17,0.8,0.6,11.0,3.4,16.36,0.0,0.0,0.0,2.0,1.6,12.0,4.4,16.5,0.6,0.0,0.2,0
2024-09-17,1,22,19,1,17,0.6,0.8,11.0,3.4,16.919999999999998,0.0,0.0,0.0,0.6,1.2,8.2,2.0,20.459999999999997,0.6,0.0,0.0,2
2024-09-27,0,25,21,4,17,1.0,0.6,9.8,4.0,16.2,0.0,0.2,0.2,0.4,2.4,9.0,1.8,17.759999999999998,0.4,0.0,0.0,2
2024-10-05,0,10,14,5,17,1.4,0.8,10.8,4.4,16.18,0.0,0.2,0.2,0.8,1.0,12.4,4.0,21.24,0.8,0.4,0.4,0
2024-10-28,1,2,21,0,17,1.4,0.8,12.6,5.0,14.8,0.2,0.2,0.2,2.2,1.0,10.8,4.4,17.52,0.2,0.0,0.4,1
2024-11-01,0,0,21,4,17,1.2,0.8,11.6,4.6,14.040000000000001,0.2,0.0,0.0,0.8,2.4,11.4,3.4,19.020000000000003,0.2,0.0,0.0,0
2024-11-10,1,3,16,6,17,0.8,0.8,11.6,3.8,14.540000000000001,0.2,0.0,0.0,1.4,0.8,13.0,3.8,16.72,0.2,0.0,0.0,0
2024-11-29,1,24,21,4,17,0.8,0.8,10.4,3.2,14.319999999999999,0.4,0.0,0.0,1.4,1.8,8.2,3.4,16.54,0.2,0.2,0.2,2
2024-12-03,1,4,19,1,17,1.0,1.0,8.4,2.8,14.9,0.4,0.0,0.0,2.0,1.2,15.2,5.6,18.580000000000002,0.4,0.0,0.0,0
2024-12-06,0,6,21,4,17,1.2,2.0,8.8,2.8,15.2,0.4,0.0,0.0,1.2,2.0,12.2,3.8,16.44,0.6,0.2,0.2,0
2019-09-25,0,21,21,2,18,0.8,0.6,10.4,3.6,20.54,0.6,0.2,0.2,2.0,1.2,17.6,7.0,16.5,0.8,0.0,0.0,0
2019-09-29,0,17,18,6,18,0.6,1.0,10.4,3.2,19.28,0.2,0.2,0.2,0.4,1.8,9.8,2.2,18.36,1.0,0.0,0.2,1
2019-10-05,1,26,21,5,18,0.8,1.2,12.8,3.4,18.979999999999997,0.4,0.2,0.2,2.6,1.0,12.4,5.0,16.759999999999998,0.4,0.4,0.4,2
2019-10-27,1,24,21,6,18,0.6,1.0,11.6,3.2,18.1,0.4,0.0,0.0,1.6,1.2,10.0,3.2,19.14,0.8,0.4,0.4,2
2019-10-31,0,18,19,3,18,1.2,1.2,15.2,5.0,19.6,0.6,0.0,0.0,1.2,1.2,15.2,5.0,19.6,0.6,0.0,0.0,1
2019-11-03,1,0,16,6,18,1.6,1.2,16.8,5.8,19.479999999999997,1.0,0.0,0.0,1.4,1.4,11.0,4.0,16.919999999999998,0.4,0.2,0.2,2
2019-11-24,1,2,14,6,18,1.8,1.2,14.0,5.4,20.22,1.0,0.4,0.4,1.2,0.8,14.0,5.0,19.06,0.2,0.0,0.0,0
2019-12-01,0,10,16,6,18,2.0,1.4,14.6,6.0,19.6,1.2,0.4,0.4,1.0,0.8,10.2,3.6,19.84,0.6,0.0,0.0,2
2019-12-08,1,23,21,6,18,2.2,1.6,11.4,4.6,20.279999999999998,1.0,0.6,0.6,1.2,0.6,10.0,3.8,17.96,0.2,0.2,0.2,1
2019-12-14,0,3,21,5,18,2.0,1.4,11.0,4.0,20.520000000000003,0.8,0.6,0.6,1.0,0.8,16.6,3.8,16.32,0.2,0.0,0.2,0
2019-12-22,1,22,14,6,18,1.2,1.4,10.8,3.8,20.96,0.8,0.2,0.2,1.6,1.4,14.0,4.2,18.06,0.0,0.2,0.2,0
2020-01-05,0,6,21,6,18,1.8,2.2,13.6,5.0,18.259999999999998,0.6,0.2,0.2,1.6,1.8,12.2,5.2,17.36,0.8,0.2,0.2,1
2020-01-18,1,25,18,5,18,1.8,2.0,12.8,3.8,19.339999999999996,0.4,0.2,0.2,0.6,1.0,10.2,3.6,20.740000000000002,1.0,0.0,0.0,1
2020-02-02,0,26,18,6,18,1.2,1.4,15.2,3.6,17.56,0.4,0.2,0.2,1.6,1.0,12.8,3.6,17.86,0.6,0.4,0.4,0
2020-02-09,1,21,16,6,18,1.4,1.6,15.6,4.0,17.72,1.0,0.2,0.2,1.4,0.2,14.0,5.4,18.72,0.2,0.0,0.0,0
2020-02-16,0,2,18,6,18,1.0,1.6,14.8,3.4,18.82,1.0,0.2,0.2,0.8,1.4,10.4,2.6,18.2,0.2,0.2,0.2,2
2020-03-01,0,23,12,6,18,1.0,2.0,13.0,2.8,18.48,0.8,0.2,0.2,1.8,1.0,12.4,4.2,15.679999999999998,0.8,0.2,0.2,0
2020-06-14,0,22,22,6,18,1.0,2.0,12.4,3.0,18.42,0.6,0.4,0.4,1.6,0.6,12.0,3.4,15.66,0.2,0.2,0.2,1
2020-06-17,1,3,22,2,18,1.0,1.4,11.0,2.2,18.3,0.6,0.6,0.6,1.8,1.4,11.8,3.6,18.36,0.6,0.2,0.2,0
2020-06-21,0,24,19,6,18,0.8,2.4,12.4,2.4,18.64,0.6,0.6,0.6,0.8,1.8,7.6,2.6,19.1,0.6,0.0,0.0,0
2020-06-24,0,0,19,2,18,0.8,2.2,12.2,2.8,17.7,0.6,0.6,0.6,0.8,2.0,8.2,3.0,15.459999999999999,0.4,0.0,0.0,2
2020-07-11,1,6,17,5,18,1.0,0.8,7.2,3.2,17.16,0.2,0.0,0.0,1.2,1.8,7.6,3.6,21.68,0.8,0.4,0.4,2
2020-07-16,0,4,21,3,18,1.2,1.0,8.8,4.0,17.32,0.2,0.0,0.0,2.0,1.0,13.0,5.2,17.32,1.6,0.2,0.2,2
2020-07-19,1,18,21,6,18,1.2,1.0,9.4,4.0,18.94,0.2,0.0,0.0,1.2,1.0,9.4,4.0,18.94,0.2,0.0,0.0,1
2020-09-12,0,7,21,5,18,1.2,1.4,10.0,3.8,19.68,0.2,0.0,0.0,1.0,1.2,11.0,3.2,19.1,0.6,0.4,0.6,2
2020-10-04,1,6,12,6,18,1.4,1.4,9.0,4.0,23.5,0.4,0.0,0.0,0.6,1.0,10.6,3.2,18.14,1.2,0.0,0.0,2
2020-10-24,1,2,18,5,18,1.0,0.8,9.0,3.2,20.919999999999998,0.2,0.0,0.0,0.8,1.0,10.6,3.0,17.74,0.0,0.0,0.0,2
2020-10-31,1,3,18,5,18,0.8,0.8,9.0,2.6,22.46,0.2,0.2,0.2,2.0,0.2,13.4,4.2,18.479999999999997,0.4,0.0,0.2,0
2020-11-07,0,23,18,5,18,1.0,1.2,8.6,2.6,19.34,0.2,0.2,0.2,0.6,1.0,13.0,2.2,16.259999999999998,0.2,0.0,0.0,0
2020-11-29,0,4,14,6,18,0.6,1.0,10.0,3.0,19.46,0.4,0.2,0.2,1.4,1.6,14.2,4.8,17.46,1.2,0.2,0.4,0
2020-12-11,0,25,21,4,18,0.4,2.2,11.2,3.4,19.62,0.2,0.0,0.0,1.2,1.4,9.8,2.8,17.64,0.4,0.2,0.2,0
2020-12-19,1,26,18,5,18,0.6,2.2,12.2,4.0,19.3,0.2,0.0,0.0,1.2,0.8,9.8,2.2,16.740000000000002,0.2,0.4,0.4,0
2020-12-31,1,0,16,3,18,1.0,2.8,10.6,3.4,19.94,0.0,0.2,0.2,0.8,1.0,7.8,2.4,17.02,0.2,0.2,0.2,1
2021-01-03,0,22,18,6,18,1.2,2.2,10.2,3.0,20.199999999999996,0.2,0.2,0.2,0.8,1.4,10.8,3.2,18.14,1.2,0.0,0.0,1
2021-01-09,1,21,21,5,18,1.4,2.0,9.4,3.4,18.94,0.2,0.2,0.2,2.2,0.6,15.0,4.6,17.720000000000002,0.4,0.0,0.0,1
2021-01-21,0,24,19,3,18,0.8,1.2,10.4,3.2,18.54,0.2,0.0,0.0,1.0,1.2,13.0,4.8,18.5,0.8,0.0,0.0,1
2021-02-22,1,23,21,0,18,1.4,0.8,11.0,4.0,15.459999999999999,0.0,0.0,0.0,2.2,0.2,12.0,4.4,18.94,0.6,0.2,0.2,0
2021-02-27,0,0,18,5,18,1.2,1.0,9.4,3.0,15.62,0.0,0.0,0.0,0.6,2.6,10.4,2.8,19.22,0.6,0.0,0.0,2
2021-03-06,1,4,21,5,18,0.8,0.8,9.2,2.6,16.1,0.0,0.0,0.0,2.8,0.8,13.2,5.2,15.34,0.6,0.2,0.2,0
2021-03-13,1,25,18,5,18,0.8,1.0,8.2,2.2,16.04,0.0,0.0,0.0,0.8,1.0,5.4,2.4,18.54,0.0,0.2,0.2,1
